,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,user_name,sample_date,age_range,pronunciation,gender
183,98,193.5204081632653,0.3089520275794434,-0.21666088801640138,180.0,175.00000000000003,42.834572531017926,80.0,275.0,170.0,223.75,53.75,ColinBeckingham,20091103,Senior,British,Male
184,60,200.66666666666666,-0.10110159624047028,-0.7615135968778168,195.0,160.0,47.1651943233096,80.0,275.0,163.75,241.25,77.5,ColinBeckingham,20091103,Senior,British,Male
185,68,185.51470588235293,0.3091280154243878,-0.365577584153967,180.0,175.00000000000003,45.18865443470714,80.0,275.0,155.0,215.0,60.0,ColinBeckingham,20091104,Senior,British,Male
186,72,187.43055555555554,0.10033659421807498,1.839187513182921,175.00000000000003,175.00000000000003,40.23363241703557,40.0,275.0,168.75,200.0,31.25,ColinBeckingham,20091104,Senior,British,Male
187,65,193.76923076923077,0.23291192924643292,-0.9978841330186263,185.0,175.00000000000003,39.38010791514269,120.0,270.0,160.0,230.0,70.0,ColinBeckingham,20091121,Senior,British,Male
188,70,194.0,0.405358576628184,-0.5800166114825531,190.0,165.0,30.338565744421267,130.0,270.0,170.0,215.0,45.0,ColinBeckingham,20091121,Senior,British,Male
189,30,143.83333333333334,-0.08639545459082,-1.7741741882653241,180.0,25.0,101.99414471211352,25.0,275.0,35.0,231.25000000000003,196.25000000000003,ColinBeckingham,20091211,Senior,British,Male
190,17,227.35294117647058,-0.07715505071995257,-1.6827034835207018,215.0,205.00000000000003,38.42937169661429,170.0,275.0,190.0,265.0,75.0,ColinBeckingham,20091211,Senior,British,Male
191,28,210.10204081632654,-1.8478915978929227,3.4135068431092757,225.0,265.0,60.24419279494389,22.857142857142858,275.0,188.75,251.25,62.5,ColinBeckingham,20091213,Senior,British,Male
192,46,204.09937888198755,-1.6060700736952924,1.8978175216577764,225.0,180.0,65.2504278939365,25.0,275.0,185.0,251.25,66.25,ColinBeckingham,20091213,Senior,British,Male
193,27,196.87654320987656,-1.3472274995439224,1.2255556496483306,205.00000000000003,180.0,70.31201175548955,24.0,275.0,175.0,250.0,75.0,ColinBeckingham,20091213,Senior,British,Male
194,20,222.25,0.05687891551102376,-1.2583007091894247,217.5,200.0,33.33447914697333,165.0,275.0,198.75,256.25,57.5,ColinBeckingham,20091213,Senior,British,Male
195,23,222.6086956521739,-0.04786730333631575,-1.5091479552290954,220.0,175.00000000000003,37.615606301495546,165.0,275.0,182.5,260.0,77.5,ColinBeckingham,20091213,Senior,British,Male
196,32,175.20833333333331,-0.9428602028391596,-0.8179740670049229,212.5,220.0,84.04358781476299,25.0,260.0,146.25,236.25000000000003,90.00000000000003,ColinBeckingham,20091214,Senior,British,Male
197,34,223.97058823529412,-2.5904687259505024,6.743331133901025,232.5,220.0,53.69822282858248,25.0,275.0,220.0,255.0,35.0,ColinBeckingham,20091214,Senior,British,Male
198,25,165.4,-0.4713365032555624,-1.6420993460929552,220.0,25.0,104.93731462163494,25.0,275.0,30.0,250.0,220.0,ColinBeckingham,20091214,Senior,British,Male
199,37,207.35135135135135,-1.5545461190877132,1.1520533063364944,230.0,230.0,75.4848172370377,25.0,275.0,190.0,255.0,65.0,ColinBeckingham,20091214,Senior,British,Male
202,13,186.92307692307693,0.35035737014752744,-0.43851258337435706,185.0,155.0,21.352216741203094,155.0,230.0,170.0,195.0,25.0,ColinBeckingham,20100118,Senior,British,Male
203,11,199.54545454545453,1.0859509386279578,1.1173242630385545,195.0,175.00000000000003,30.185377665243614,155.0,275.0,180.0,207.5,27.5,ColinBeckingham,20100118,Senior,British,Male
204,20,190.0,-0.5504332716388805,0.2366863905325456,195.0,200.0,18.027756377319946,145.0,220.0,178.75,200.0,21.25,ColinBeckingham,20100118,Senior,British,Male
205,17,197.05882352941177,0.6101935541842444,-1.1574697599999997,185.0,185.0,20.797258270192575,170.0,235.00000000000003,180.0,220.0,40.0,ColinBeckingham,20100118,Senior,British,Male
206,14,180.35714285714286,0.7503508512379403,0.1504778890317966,177.5,190.0,22.477312825085097,150.0,235.00000000000003,165.0,190.0,25.0,ColinBeckingham,20100119,Senior,British,Male
207,23,179.1304347826087,0.80376502860233,1.7323798414531408,175.00000000000003,175.00000000000003,18.39495287070103,150.0,235.00000000000003,170.0,190.0,20.0,ColinBeckingham,20100119,Senior,British,Male
208,22,164.0909090909091,-1.8400947806821806,5.460741092175883,165.0,155.0,38.216975156108894,25.0,215.0,151.25,178.75,27.5,ColinBeckingham,20100119,Senior,British,Male
209,18,195.83333333333334,0.6629417109199156,-0.325886162834117,192.5,155.0,32.06980234148976,155.0,265.0,166.25,212.5,46.25,ColinBeckingham,20100119,Senior,British,Male
211,13,174.23076923076923,0.6476624795736815,-0.6624110231097418,170.0,150.0,24.086874325924885,145.0,225.0,155.0,185.0,30.0,ColinBeckingham,20100125,Senior,British,Male
213,16,169.0625,0.6169899616265233,-0.6398550964897738,167.5,150.0,18.474539067321814,145.0,210.0,153.75,185.0,31.25,ColinBeckingham,20100125,Senior,British,Male
214,15,175.0,0.28268777921744276,-1.3047337278106506,175.00000000000003,155.0,20.81665999466133,145.0,210.0,157.5,195.0,37.5,ColinBeckingham,20100126,Senior,British,Male
215,17,177.94117647058823,1.187208039710682,0.8606168383704276,175.00000000000003,165.0,22.626040666961064,150.0,235.00000000000003,165.0,185.0,20.0,ColinBeckingham,20100126,Senior,British,Male
216,23,181.30434782608697,0.15998258276569083,-0.35422869031088355,175.00000000000003,175.00000000000003,18.894293554470227,140.0,220.0,167.5,195.0,27.5,ColinBeckingham,20100126,Senior,British,Male
217,17,183.23529411764707,0.6011181793442976,-0.03616888538745355,180.0,175.00000000000003,18.3864701271621,150.0,220.0,175.00000000000003,190.0,14.999999999999972,ColinBeckingham,20100128,Senior,British,Male
219,18,191.94444444444446,0.3090293020421602,-0.7619037375164623,195.0,195.0,21.28763914216214,160.0,235.00000000000003,175.00000000000003,200.0,24.99999999999997,ColinBeckingham,20100128,Senior,British,Male
221,25,184.4,1.3526542437334061,1.9580716982338107,180.0,180.0,26.807461647832305,150.0,270.0,165.0,200.0,35.0,ColinBeckingham,20100128,Senior,British,Male
238,72,211.19708994708995,-1.506023958055142,3.1139003492102137,220.0,220.0,32.10729397075824,95.0,275.0,212.5,220.0,7.5,CptOatmeal,20080721,Adult,American,Male
239,140,126.54761904761904,1.4848428813719659,2.144628673250925,120.0,120.0,46.07776503736919,66.66666666666667,275.0,110.0,120.0,10.0,CraigWilliamson,20110616,Adult,American,Male
240,160,129.4279761904762,1.9739075821701553,3.3016651898102873,120.0,120.0,46.09574324161793,66.66666666666667,270.0,110.0,120.0,10.0,CraigWilliamson,20110616,Adult,American,Male
241,151,128.7086092715232,1.2419126595784267,1.679235066596413,120.0,105.0,50.50560121110344,35.0,275.0,100.0,145.0,45.0,Cristbal,20140516,Adult,British,Male
242,66,130.37878787878788,0.21779816179087444,-0.9473435079641752,115.0,85.0,66.16273902200844,25.0,260.0,91.25,193.75,102.5,DammitCoetzeecom,20101020,Adult,American,Male
243,74,137.5,0.5243627831444607,-0.5493798231290108,120.0,110.0,46.25319565292876,40.0,245.0,106.25,178.75,72.5,DanR,20090223,Adult,American,Male
244,55,140.54545454545453,0.455620737444391,-1.051004960755279,120.0,90.0,50.1422769116471,40.0,245.0,100.0,185.0,85.0,DanR,20090223,Adult,American,Male
245,53,133.96226415094338,0.5312545720328401,-0.9467644649886462,115.0,95.0,47.098436565868006,40.0,235.00000000000003,95.0,185.0,90.0,DanR,20090223,Adult,American,Male
246,55,130.93939393939394,1.119801195594593,-0.10516185783204479,105.0,105.0,50.22450972792536,66.66666666666667,260.0,100.0,150.0,50.0,DanR,20090223,Adult,American,Male
250,104,93.39743589743588,0.9756480911104903,1.727504656794431,90.0,85.0,43.71132177760169,25.0,230.0,80.0,105.0,25.0,DanielHeath,20090118,Adult,Australian,Male
251,95,91.15789473684211,1.082620034522703,4.09564003796645,95.0,100.0,35.49242047758001,25.0,225.0,80.0,102.5,22.5,DanielHeath,20090118,Adult,Australian,Male
252,22,128.86363636363637,0.387421322101401,0.9062504323333922,135.0,135.0,57.48382812468016,30.0,265.0,121.25,140.0,18.75,Daniil,20120718,Adult,Other,Male
253,62,198.06451612903226,-1.51355602410916,1.5464244165131262,215.0,195.0,66.83727735418842,25.0,270.0,190.0,243.75,53.75,DanijelK,20100117,Adult,European,Male
255,60,108.33333333333333,0.8475052762447691,4.790130914319972,110.0,110.0,34.90065265228654,25.0,240.0,100.0,115.0,15.0,DantheMan,20100110,Adult,European,Male
256,69,119.1304347826087,0.8617293741181239,3.3936017744952567,115.0,115.0,36.024916113301146,25.0,225.0,105.0,125.0,20.0,Dantheman,20100110,Adult,European,Male
257,233,194.83445738810545,-0.40494530033512527,1.083532568192454,195.0,190.0,27.489695847909836,120.0,275.0,185.0,210.0,25.0,Darrr,20170412,Adult,Other,Female
258,188,151.94326241134752,0.4814722128349059,-1.2224324035339684,137.5,90.0,62.24826634246712,24.0,255.0,90.0,221.25,131.25,Dave,20110728,Adult,British,Male
259,74,149.0765765765766,-0.2370388677327101,-0.767035632985734,152.5,110.0,66.56870160913324,25.0,275.0,105.0,205.00000000000003,100.00000000000003,David,20140127,Adult,Other,Male
260,79,144.2405063291139,-0.1345498199170712,-0.9323545178298209,135.0,105.0,68.25162217015473,25.0,270.0,102.5,207.5,105.0,David,20140127,Adult,Other,Male
261,240,109.0625,1.2632211146864099,8.88616125118566,105.0,105.0,27.360560308894748,25.0,265.0,100.0,120.0,20.0,DavidBender,20120617,Senior,American,Male
263,56,190.71428571428572,-0.11165988301085572,-1.6011022284969696,195.0,260.0,61.79913149115628,95.0,275.0,138.75,251.25,112.5,DavidL,20091116,Adult,Australian,Male
264,38,145.6578947368421,1.2435771435969825,-0.0795816825761424,120.0,105.0,56.150304079314175,95.0,270.0,106.25,150.0,43.75,DavidL,20091117,Adult,Australian,Male
265,28,144.64285714285714,1.5119077753463246,0.9913082087842131,130.0,100.0,52.40516215420159,100.0,270.0,108.75,150.0,41.25,DavidL,20091117,Adult,Australian,Male
266,35,145.28571428571428,1.3642766479004431,0.06582015892328474,120.0,105.0,59.78464754125973,100.0,275.0,105.0,145.0,40.0,DavidL,20091117,Adult,Australian,Male
267,46,173.58695652173913,0.4969064463233777,-1.4835760738754737,150.0,110.0,64.74584965276908,100.0,275.0,115.0,255.0,140.0,DavidL,20091117,Adult,Australian,Male
268,67,152.16417910447763,1.1964899331164554,-0.07137186313082466,135.0,105.0,55.390229488905284,100.0,275.0,110.0,152.5,42.5,DavidL,20091117,Adult,Australian,Male
269,49,152.55102040816325,1.0236334088254406,-0.7101961593256201,120.0,115.0,62.89870743439766,95.0,270.0,110.0,150.0,40.0,DavidL,20091117,Adult,Australian,Male
270,42,147.14285714285714,1.3515466933005427,0.2801576685236169,125.0,125.0,56.64365278970403,95.0,275.0,111.25,145.0,33.75,DavidL,20091117,Adult,Australian,Male
271,52,185.09615384615384,-0.024720972045594997,-1.6641891545943375,177.5,260.0,61.546498874173494,95.0,270.0,130.0,242.5,112.5,DavidL,20091117,Adult,Australian,Male
272,75,171.2,0.30358791040071303,-1.4772843287557944,155.0,105.0,62.45446341135276,90.0,275.0,110.0,232.5,122.5,DavidL,20091117,Adult,Australian,Male
273,71,186.33802816901408,-0.015527424334713989,-1.4272230323580006,175.00000000000003,160.0,58.933943365593024,95.0,270.0,140.0,247.5,107.5,DavidL,20091117,Adult,Australian,Male
274,36,140.0,1.771759135656596,1.6151228733459355,120.0,105.0,53.61902647381804,100.0,270.0,108.75,146.25,37.5,DavidL,20091117,Adult,Australian,Male
275,51,182.54901960784315,0.0021172398688892435,-1.6715810045551318,160.0,260.0,68.59495028732934,90.0,275.0,107.5,257.5,150.0,DavidL,20091117,Adult,Australian,Male
276,40,147.25,1.3983607160508489,0.4246458301677558,127.5,110.0,54.680320957360884,95.0,265.0,110.0,145.0,35.0,DavidL,20091117,Adult,Australian,Male
277,43,149.1860465116279,1.42168228763969,0.6166771402668312,130.0,120.0,54.18454933553947,95.0,275.0,115.0,150.0,35.0,DavidL,20091117,Adult,Australian,Male
279,47,131.27659574468086,-1.5309816096708175,4.927518226563765,135.0,135.0,23.777964166437958,30.0,175.00000000000003,120.0,147.5,27.5,Dcoetzee,20110429,Adult,American,Male
280,46,122.6086956521739,-1.4722351778722558,5.381294360563025,125.0,125.0,22.811589599100873,25.0,170.0,115.0,135.0,20.0,Dcoetzee,20110429,Adult,American,Male
281,78,142.30769230769232,1.26445661982469,5.254873391851202,135.0,135.0,33.880373144612,30.0,265.0,130.0,155.0,25.0,Dcoetzee,20110429,Adult,American,Male
282,60,129.91666666666666,0.4051198109073773,5.473289958526873,130.0,135.0,23.98769939411077,40.0,225.0,115.0,140.0,25.0,Dcoetzee,20110429,Adult,American,Male
283,70,129.14285714285714,-0.11047744123179712,7.68331500080382,130.0,135.0,29.313227494127098,25.0,260.0,121.25,138.75,17.5,Dcoetzee,20110429,Adult,American,Male
284,55,129.8181818181818,1.2716110371519072,7.859757896431365,125.0,115.0,31.708381977062558,25.0,275.0,115.0,140.0,25.0,Dcoetzee,20110429,Adult,American,Male
285,59,142.6271186440678,0.9546300032147071,5.03129922513534,140.0,130.0,38.89747423506158,30.0,275.0,130.0,155.0,25.0,Dcoetzee,20110429,Adult,American,Male
286,76,141.64473684210526,1.5309057322296136,2.897607260124169,130.0,130.0,34.701624392196166,90.0,275.0,120.0,155.0,35.0,Dcoetzee,20110429,Adult,American,Male
287,78,134.67948717948718,-1.8258873925950092,8.62570628040917,135.0,130.0,18.57658685615295,35.0,170.0,125.0,145.0,20.0,Dcoetzee,20110429,Adult,American,Male
288,60,145.33333333333334,1.3914725369111816,2.736448696890136,135.0,125.0,44.24238792028397,35.0,275.0,123.75,155.0,31.25,Dcoetzee,20110429,Adult,American,Male
289,69,142.7536231884058,2.281450502217155,6.710061470618328,135.0,130.0,32.286491901974635,100.0,275.0,125.0,150.0,25.0,Dcoetzee,20110429,Adult,American,Male
290,81,133.76543209876544,-1.0010162164099534,3.520755491221884,135.0,115.0,26.135105573381736,30.0,190.0,120.0,150.0,30.0,Dcoetzee,20110429,Adult,American,Male
291,48,142.91666666666666,0.8138437255507383,2.6702439425969446,135.0,135.0,39.11565827417739,30.0,255.0,118.75,160.0,41.25,Dcoetzee,20110429,Adult,American,Male
292,61,131.31147540983608,-1.6027376847119494,3.761218261072221,135.0,135.0,30.405748476992255,25.0,175.00000000000003,120.0,150.0,30.0,Dcoetzee,20110429,Adult,American,Male
293,64,121.40625,-0.1551727826183672,4.577202274377823,125.0,125.0,34.4994197188518,25.0,260.0,110.0,135.0,25.0,Dcoetzee,20110429,Adult,American,Male
294,48,128.95833333333334,1.0155496396430432,1.1390801438123503,125.0,115.0,22.28971954112977,95.0,205.00000000000003,115.0,136.25,21.25,Dcoetzee,20110429,Adult,American,Male
295,80,135.0,0.6349617016334804,0.4626050133187638,130.0,120.0,19.445436482630058,95.0,195.0,120.0,145.0,25.0,Dcoetzee,20110429,Adult,American,Male
296,49,136.73469387755102,1.1673663610034515,3.1014632450778263,130.0,135.0,45.731592933695495,25.0,270.0,120.0,140.0,20.0,Dcoetzee,20110429,Adult,American,Male
297,63,149.36507936507937,1.1108451398340489,2.0476102511344525,140.0,150.0,45.968347145393594,25.0,275.0,120.0,165.0,45.0,Dcoetzee,20110429,Adult,American,Male
298,67,122.28855721393033,1.6162641497632833,9.02982058895155,125.0,130.0,32.81795081348992,25.0,265.0,105.0,132.5,27.5,Dcoetzee,20110429,Adult,American,Male
299,62,132.74193548387098,-0.16868931287965927,3.4271856243928003,135.0,140.0,36.793642282097245,25.0,265.0,116.25,145.0,28.75,Dcoetzee,20110429,Adult,American,Male
300,71,133.8732394366197,0.6432700889701188,5.826341781812269,130.0,140.0,34.1310356381315,25.0,275.0,120.0,145.0,25.0,Dcoetzee,20110429,Adult,American,Male
301,79,133.16455696202533,0.9612118104981677,3.1480528538376262,130.0,110.0,47.06027118002928,25.0,275.0,110.0,147.5,37.5,Dcoetzee,20110429,Adult,American,Male
302,74,131.35135135135135,0.753675220018197,8.424978860439916,130.0,135.0,31.303843314870424,25.0,275.0,120.0,143.75,23.75,Dcoetzee,20110429,Adult,American,Male
303,64,131.484375,2.8220567174254345,14.626344742837063,130.0,135.0,24.99499461611014,90.0,275.0,118.75,140.0,21.25,Dcoetzee,20110429,Adult,American,Male
304,48,132.5,0.4262596865137649,2.5280496066844815,130.0,125.0,45.13867521316947,25.0,270.0,110.0,146.25,36.25,Dcoetzee,20110429,Adult,American,Male
305,63,138.17460317460316,0.7697523084021884,0.708984869146394,130.0,130.0,24.434908467736417,90.0,210.0,125.0,152.5,27.5,Dcoetzee,20110429,Adult,American,Male
306,152,121.82541984720159,0.4738820251636666,-1.0215837605359401,115.0,35.0,71.68698159672188,25.0,270.0,70.0,197.5,127.5,DeMilano,20121103,Adult,Other,Male
307,222,107.99279385004034,-0.16469662208708258,-1.2174771036470635,140.0,35.0,57.602178806354466,26.80067001675042,275.0,40.0,155.0,115.0,DebjitBiswas,20100207,Adult,Indian,Male
308,269,101.00422464057763,0.06195303488794052,-1.6279130040423229,135.0,35.0,62.14738389942836,23.44322344322344,275.0,35.0,155.0,120.0,DebjitBiswas,20100207,Adult,Indian,Male
309,12,248.75,-0.12425826292484161,-0.9571132933146793,250.0,240.0,15.695673501531134,220.0,275.0,238.75,261.25,22.5,Decent,20110516,Adult,British,Male
310,27,237.59259259259258,0.04355233295911569,-0.1881935880811989,240.0,245.0,18.07240429445311,205.00000000000003,275.0,230.0,245.0,15.0,Decent,20110516,Adult,British,Male
311,16,251.25,-0.32328576331258113,-0.906861510036113,252.5,260.0,17.184658856084397,220.0,275.0,240.0,262.5,22.5,Decent,20110516,Adult,British,Male
312,28,245.35714285714286,0.0998722103304395,-0.7067843529079085,242.5,235.00000000000003,18.123020651950387,205.00000000000003,275.0,233.75000000000003,261.25,27.49999999999997,Decent,20110516,Adult,British,Male
313,19,245.78947368421052,-1.2082314043318152,0.610981612527222,255.0,265.0,29.83565325221067,175.00000000000003,275.0,232.5,267.5,35.0,Decent,20110516,Adult,British,Male
314,29,254.82758620689654,-2.2197974787125005,4.55862017606412,265.0,265.0,24.791640645543012,175.00000000000003,275.0,250.0,270.0,20.0,Decent,20110516,Adult,British,Male
315,19,232.6315789473684,-0.14562161124352668,-1.087247788087459,235.00000000000003,190.0,28.990398639832442,180.0,275.0,212.5,257.5,45.0,Decent,20110516,Adult,British,Male
316,39,241.92307692307693,-0.6954819629564813,0.054237636527289634,240.0,235.00000000000003,26.375381504480707,175.00000000000003,275.0,232.5,265.0,32.5,Decent,20110516,Adult,British,Male
317,22,257.5,-2.216886282303804,5.521341444035523,265.0,265.0,19.757047074168472,185.0,275.0,251.25,270.0,18.75,Decent,20110516,Adult,British,Male
318,34,248.8235294117647,-0.08895008200597837,-0.7102634885275108,245.0,240.0,17.0232895629268,210.0,275.0,240.0,263.75,23.75,Decent,20110516,Adult,British,Male
319,20,261.75,-0.9014755679341251,0.05402169782401911,265.0,265.0,10.985786271359913,235.00000000000003,275.0,255.0,270.0,15.0,Decent,20110516,Adult,British,Male
320,40,255.0,-0.3406509809472328,-1.310546875,260.0,275.0,17.88854381999831,220.0,275.0,235.00000000000003,271.25,36.24999999999997,Decent,20110516,Adult,British,Male
321,80,210.4375,-0.7523690923372163,-0.8418655721224897,225.0,250.0,42.065378801931644,130.0,275.0,188.75,245.0,56.25,DeepBlue,20121003,Adult,American,Male
322,122,156.64519906323184,0.23284647001759298,-1.098141095116498,130.0,125.0,52.68929370053538,25.0,275.0,115.0,210.0,95.0,DeepBlue,20130305,Adult,American,Male
323,51,152.45098039215685,1.8043404061187989,3.814703212210195,150.0,145.0,19.209182572854644,125.0,225.0,140.0,160.0,20.0,Derek,20090226,Youth,Australian,Male
